Time (UTC),T2(Model),Temp,Obs-Model,,Time (UTC),WD(Model),WD(Obs),Obs-Model,,Time (UTC),WS(Model),WS(Obs),Obs-Model,,Time (UTC),SWDown(Model), SWLower,Obs-Model,,SWUpper
12/19/2020 17:00:00,14.98114,13.67028,-1.31086,,12/19/20 17:00,267.59692,291.6514,24.05448,,12/19/20 17:00,1.54594,2.658639,1.112699,,12/19/20 17:00,0,5.141,5.141,,-2.523
12/19/2020 18:00:00,14.28625,12.94458,-1.34167,,12/19/20 18:00,262.38501,288.5208,26.13579,,12/19/20 18:00,1.50243,2.120111,0.617681,,12/19/20 18:00,0,5.117,5.117,,-2.284
12/19/2020 19:00:00,13.89215,12.22639,-1.66576,,12/19/20 19:00,257.80005,311.0431,53.24305,,12/19/20 19:00,1.58293,1.597944,0.015014,,12/19/20 19:00,0,5.091,5.091,,-0.494
12/19/2020 20:00:00,13.41913,11.51597,-1.90316,,12/19/20 20:00,251.24326,322.2528,71.00954,,12/19/20 20:00,1.66026,0.7358055,-0.9244545,,12/19/20 20:00,0,4.537,4.537,,0.459
12/19/2020 21:00:00,12.98022,11.67486,-1.30536,,12/19/20 21:00,244.93419,282.0125,37.07831,,12/19/20 21:00,1.71925,0.9421806,-0.7770694,,12/19/20 21:00,0,5.058,5.058,,0.006
12/19/2020 22:00:00,12.55847,11.07347,-1.485,,12/19/20 22:00,236.09943,280.9833,44.88387,,12/19/20 22:00,1.73203,1.322847,-0.409183,,12/19/20 22:00,0,4.531,4.531,,-1.044
12/19/2020 23:00:00,12.18567,10.51319,-1.67248,,12/19/20 23:00,235.27295,276.1819,40.90895,,12/19/20 23:00,1.66205,1.591306,-0.070744,,12/19/20 23:00,0,4.66,4.66,,-2.371
12/20/2020 0:00:00,11.96054,9.347083,-2.613457,,12/20/20 0:00,240.34955,282.6847,42.33515,,12/20/20 0:00,1.75836,2.053333,0.294973,,12/20/20 0:00,0,4.387,4.387,,-2.611
12/20/2020 1:00:00,11.85574,8.495,-3.36074,,12/20/20 1:00,242.08012,286.7083,44.62818,,12/20/20 1:00,1.73935,2.174986,0.435636,,12/20/20 1:00,0,4.262,4.262,,-2.418
12/20/2020 2:00:00,11.77277,8.263472,-3.509298,,12/20/20 2:00,247.83398,278.7208,30.88682,,12/20/20 2:00,1.88091,1.857972,-0.022938,,12/20/20 2:00,16.00356,4.327,-11.67656,,-2.101
12/20/2020 3:00:00,13.26843,8.408055,-4.860375,,12/20/20 3:00,286.21667,273.2931,-12.92357,,12/20/20 3:00,2.24988,1.7945,-0.45538,,12/20/20 3:00,185.43332,9.12,-176.31332,,34.18
12/20/2020 4:00:00,15.46729,8.93611,-6.53118,,12/20/20 4:00,299.3205,287.718,-11.6025,,12/20/20 4:00,3.17946,2.560111,-0.619349,,12/20/20 4:00,370.23853,21.16,-349.07853,,165.9
12/20/2020 5:00:00,17.95996,11.29931,-6.66065,,12/20/20 5:00,303.52576,289.5958,-13.92996,,12/20/20 5:00,3.20952,2.993847,-0.215673,,12/20/20 5:00,506.811,31.08,-475.731,,312.9
12/20/2020 6:00:00,20.59808,14.33444,-6.26364,,12/20/20 6:00,307.44601,300.5695,-6.87651,,12/20/20 6:00,3.49189,3.052875,-0.439015,,12/20/20 6:00,590.18958,42.17,-548.01958,,407.7
12/20/2020 7:00:00,22.70871,16.91625,-5.79246,,12/20/20 7:00,309.66611,318.5722,8.90609,,12/20/20 7:00,3.95511,3.566653,-0.388457,,12/20/20 7:00,650.08521,65.34,-584.74521,,545.4
12/20/2020 8:00:00,23.54416,18.71139,-4.83277,,12/20/20 8:00,303.58856,306.4542,2.86564,,12/20/20 8:00,4.97978,3.844389,-1.135391,,12/20/20 8:00,586.0932,67.98,-518.1132,,554.4
12/20/2020 9:00:00,22.81857,19.56153,-3.25704,,12/20/20 9:00,307.43524,263.7833,-43.65194,,12/20/20 9:00,3.84479,4.123708,0.278918,,12/20/20 9:00,0,51.74,51.74,,401.7
12/20/2020 10:00:00,23.07504,20.05708,-3.01796,,12/20/20 10:00,298.15353,306.4611,8.30757,,12/20/20 10:00,5.2714,3.536319,-1.735081,,12/20/20 10:00,305.23871,48.89,-256.34871,,358.3
12/20/2020 11:00:00,22.36249,21.00269,-1.3598,,12/20/20 11:00,302.34836,330.0376,27.68924,,12/20/20 11:00,4.30442,4.291595,-0.012825,,12/20/20 11:00,134.47234,35.83,-98.64234,,226.3
12/20/2020 12:00:00,20.90414,20.71305,-0.19109,,12/20/20 12:00,302.39148,313.1625,10.77102,,12/20/20 12:00,2.66762,2.762847,0.095227,,12/20/20 12:00,0.48286,18.39,17.90714,,92.1
12/20/2020 13:00:00,19.92303,19.24597,-0.67706,,12/20/20 13:00,302.81757,291.0611,-11.75647,,12/20/20 13:00,1.50885,1.914153,0.405303,,12/20/20 13:00,0,7.426,7.426,,8.57
12/20/2020 14:00:00,19.2601,17.83986,-1.42024,,12/20/20 14:00,302.17511,285.6361,-16.53901,,12/20/20 14:00,1.34397,2.42268,1.07871,,12/20/20 14:00,0,6.086,6.086,,-2.263
12/20/2020 15:00:00,18.67078,16.61139,-2.05939,,12/20/20 15:00,293.97037,287.7139,-6.25647,,12/20/20 15:00,1.01001,2.219555,1.209545,,12/20/20 15:00,0,5.531,5.531,,-1.727
12/20/2020 16:00:00,17.82614,15.84055,-1.98559,,12/20/20 16:00,263.73441,291.4472,27.71279,,12/20/20 16:00,1.24362,1.973875,0.730255,,12/20/20 16:00,0,4.78,4.78,,-1.104
12/20/2020 17:00:00,17.05978,15.09861,-1.96117,,12/20/20 17:00,236.70834,274.7597,38.05136,,12/20/20 17:00,1.24878,1.834805,0.586025,,12/20/20 17:00,0,4.498,4.498,,-1.567
12/20/2020 18:00:00,16.42209,14.51139,-1.9107,,12/20/20 18:00,240.08592,278.257,38.17108,,12/20/20 18:00,1.53266,1.542625,0.009965,,12/20/20 18:00,0,4.053,4.053,,-0.898
12/20/2020 19:00:00,15.60571,13.56736,-2.03835,,12/20/20 19:00,243.37564,282.7069,39.33126,,12/20/20 19:00,1.69425,1.608833,-0.085417,,12/20/20 19:00,0,4.617,4.617,,-1.57
12/20/2020 20:00:00,15.57779,13.36056,-2.21723,,12/20/20 20:00,244.10971,279.8903,35.78059,,12/20/20 20:00,1.80713,1.13425,-0.67288,,12/20/20 20:00,0,4.516,4.516,,-0.254
12/20/2020 21:00:00,15.18857,13.10222,-2.08635,,12/20/20 21:00,246.05115,234.0389,-12.01225,,12/20/20 21:00,1.87396,0.852986,-1.020974,,12/20/20 21:00,0,4.3,4.3,,-0.154
12/20/2020 22:00:00,14.87195,12.03917,-2.83278,,12/20/20 22:00,252.28009,231.0278,-21.25229,,12/20/20 22:00,1.98663,0.8052638,-1.1813662,,12/20/20 22:00,0,3.815,3.815,,-0.673
12/20/2020 23:00:00,14.60724,11.53736,-3.06988,,12/20/20 23:00,230.80461,272.6028,41.79819,,12/20/20 23:00,1.92712,0.8843054,-1.0428146,,12/20/20 23:00,0,4.019,4.019,,-0.871
12/21/2020 0:00:00,14.46591,11.52028,-2.94563,,12/21/20 0:00,248.09097,283.8069,35.71593,,12/21/20 0:00,1.98526,1.408583,-0.576677,,12/21/20 0:00,0,3.882,3.882,,-1.375
12/21/2020 1:00:00,13.96414,10.63292,-3.33122,,12/21/20 1:00,243.87581,292.8153,48.93949,,12/21/20 1:00,2.15266,1.882333,-0.270327,,12/21/20 1:00,0,3.822,3.822,,-1.752
12/21/2020 2:00:00,13.66827,10.43639,-3.23188,,12/21/20 2:00,243.82492,283.4278,39.60288,,12/21/20 2:00,2.35382,1.568069,-0.785751,,12/21/20 2:00,15.01394,3.404,-11.60994,,-1.147
12/21/2020 3:00:00,14.9108,9.848611,-5.062189,,12/21/20 3:00,262.02319,291.7639,29.74071,,12/21/20 3:00,2.48645,1.639805,-0.846645,,12/21/20 3:00,177.24838,5.609,-171.63938,,15.1
12/21/2020 4:00:00,16.71552,10.36681,-6.34871,,12/21/20 4:00,286.14886,280.9917,-5.15716,,12/21/20 4:00,2.96534,1.659847,-1.305493,,12/21/20 4:00,346.67749,11.06,-335.61749,,83.1
12/21/2020 5:00:00,18.87344,12.22208,-6.65136,,12/21/20 5:00,296.76776,285.2805,-11.48726,,12/21/20 5:00,3.19795,2.415111,-0.782839,,12/21/20 5:00,475.94672,26.81,-449.13672,,281.2
12/21/2020 6:00:00,20.6376,15.29736,-5.34024,,12/21/20 6:00,299.30859,294.4292,-4.87939,,12/21/20 6:00,2.69566,2.105597,-0.590063,,12/21/20 6:00,577.84595,44.32,-533.52595,,472.7
12/21/2020 7:00:00,22.28357,17.93431,-4.34926,,12/21/20 7:00,325.97003,309.175,-16.79503,,12/21/20 7:00,1.56428,2.438778,0.874498,,12/21/20 7:00,558.62549,55.12,-503.50549,,472
12/21/2020 8:00:00,23.82007,19.20403,-4.61604,,12/21/20 8:00,297.54901,302.0056,4.45659,,12/21/20 8:00,3.72706,2.543597,-1.183463,,12/21/20 8:00,534.83636,53.79,-481.04636,,453.4
12/21/2020 9:00:00,23.22818,20.50292,-2.72526,,12/21/20 9:00,316.12531,293.6333,-22.49201,,12/21/20 9:00,2.77775,2.860541,0.082791,,12/21/20 9:00,0,55.77,55.77,,451.6
12/21/2020 10:00:00,23.22424,21.40764,-1.8166,,12/21/20 10:00,302.03882,306.1375,4.09868,,12/21/20 10:00,3.69423,3.054986,-0.639244,,12/21/20 10:00,288.25848,48.47,-239.78848,,381
12/21/2020 11:00:00,22.56332,21.79611,-0.76721,,12/21/20 11:00,312.00922,322.8292,10.81998,,12/21/20 11:00,3.97249,3.093278,-0.879212,,12/21/20 11:00,134.58353,30.79,-103.79353,,207
12/21/2020 12:00:00,21.25632,21.27111,0.01479,,12/21/20 12:00,319.37723,314.4305,-4.94673,,12/21/20 12:00,2.25381,2.340333,0.086523,,12/21/20 12:00,0.96842,16.65,15.68158,,82.7
12/21/2020 13:00:00,20.42087,19.60056,-0.82031,,12/21/20 13:00,289.35199,294.1903,4.83831,,12/21/20 13:00,1.58498,1.753722,0.168742,,12/21/20 13:00,0,7.455,7.455,,10
12/21/2020 14:00:00,19.86389,18.1875,-1.67639,,12/21/20 14:00,278.74274,281.0903,2.34756,,12/21/20 14:00,1.37662,1.537083,0.160463,,12/21/20 14:00,0,5.745,5.745,,-0.773
12/21/2020 15:00:00,19.08426,17.20194,-1.88232,,12/21/20 15:00,277.90622,285.0528,7.14658,,12/21/20 15:00,1.36626,1.592292,0.226032,,12/21/20 15:00,0,4.82,4.82,,-0.562
12/21/2020 16:00:00,17.87653,15.98667,-1.88986,,12/21/20 16:00,250.61008,307.6931,57.08302,,12/21/20 16:00,1.33702,0.7138055,-0.6232145,,12/21/20 16:00,0,3.681,3.681,,1.442
12/21/2020 17:00:00,16.55685,15.305,-1.25185,,12/21/20 17:00,246.21609,257,10.78391,,12/21/20 17:00,1.47138,0.7858333,-0.6855467,,12/21/20 17:00,0,4.575,4.575,,0.465
12/21/2020 18:00:00,15.85077,14.04153,-1.80924,,12/21/20 18:00,244.32758,223.407,-20.92058,,12/21/20 18:00,1.48771,0.3894305,-1.0982795,,12/21/20 18:00,0,4.533,4.533,,0.94
12/21/2020 19:00:00,15.56009,12.97822,-2.58187,,12/21/20 19:00,250.74718,159.2792,-91.46798,,12/21/20 19:00,1.60235,0.6292475,-0.9731025,,12/21/20 19:00,0,4.373,4.373,,0.03
12/21/2020 20:00:00,14.91321,12.71806,-2.19515,,12/21/20 20:00,254.10709,137.7722,-116.33489,,12/21/20 20:00,1.56358,0.6445416,-0.9190384,,12/21/20 20:00,0,4.154,4.154,,-0.52
12/21/2020 21:00:00,14.30472,11.98611,-2.31861,,12/21/20 21:00,253.34009,138.2639,-115.07619,,12/21/20 21:00,1.51417,0.4631111,-1.0510589,,12/21/20 21:00,0,3.873,3.873,,-0.282
12/21/2020 22:00:00,13.76831,11.29306,-2.47525,,12/21/20 22:00,249.51518,80.93334,-168.58184,,12/21/20 22:00,1.42305,0.825375,-0.597675,,12/21/20 22:00,0,3.6,3.6,,-0.841
12/21/2020 23:00:00,13.32394,10.90069,-2.42325,,12/21/20 23:00,248.35229,170.5167,-77.83559,,12/21/20 23:00,1.44227,0.4757638,-0.9665062,,12/21/20 23:00,0,3.278,3.278,,0.413
12/22/2020 0:00:00,13.01825,10.72694,-2.29131,,12/22/20 0:00,251.6062,203.5431,-48.0631,,12/22/20 0:00,1.21193,0.6992083,-0.5127217,,12/22/20 0:00,0,4.284,4.284,,-1.167
12/22/2020 1:00:00,12.77496,10.12083,-2.65413,,12/22/20 1:00,246.79373,258.743,11.94927,,12/22/20 1:00,0.86151,0.7167778,-0.1447322,,12/22/20 1:00,0,3.641,3.641,,-0.676
12/22/2020 2:00:00,12.74213,10.02514,-2.71699,,12/22/20 2:00,257.04175,292.5417,35.49995,,12/22/20 2:00,1.02146,1.361819,0.340359,,12/22/20 2:00,13.44369,4.204,-9.23969,,-1.628
12/22/2020 3:00:00,13.95642,9.615834,-4.340586,,12/22/20 3:00,278.29749,289.0833,10.78581,,12/22/20 3:00,1.00467,1.671917,0.667247,,12/22/20 3:00,169.26575,5.527,-163.73875,,10.67
12/22/2020 4:00:00,16.01083,10.07,-5.94083,,12/22/20 4:00,287.4852,264.1792,-23.306,,12/22/20 4:00,1.52119,1.412389,-0.108801,,12/22/20 4:00,359.61905,11.56,-348.05905,,78.76
12/22/2020 5:00:00,18.88321,11.71667,-7.16654,,12/22/20 5:00,294.44421,278.2972,-16.14701,,12/22/20 5:00,1.08527,1.252389,0.167119,,12/22/20 5:00,511.11563,21.56,-489.55563,,207.8
12/22/2020 6:00:00,21.49969,15.37458,-6.12511,,12/22/20 6:00,306.88565,276.1986,-30.68705,,12/22/20 6:00,1.2498,1.476069,0.226269,,12/22/20 6:00,612.28461,38.52,-573.76461,,417.4
12/22/2020 7:00:00,23.30957,18.20403,-5.10554,,12/22/20 7:00,314.53912,286.0264,-28.51272,,12/22/20 7:00,1.77918,1.767194,-0.011986,,12/22/20 7:00,636.883,60.14,-576.743,,502.2
12/22/2020 8:00:00,24.33331,20.04055,-4.29276,,12/22/20 8:00,310.7179,295.4917,-15.2262,,12/22/20 8:00,4.10585,2.132194,-1.973656,,12/22/20 8:00,592.72943,64.42,-528.30943,,541.2
12/22/2020 9:00:00,23.42764,20.89403,-2.53361,,12/22/20 9:00,311.93488,297.1194,-14.81548,,12/22/20 9:00,1.7943,2.679417,0.885117,,12/22/20 9:00,0,59.65,59.65,,486.6
12/22/2020 10:00:00,23.84277,21.65042,-2.19235,,12/22/20 10:00,315.77112,256.8167,-58.95442,,12/22/20 10:00,2.91944,2.535666,-0.383774,,12/22/20 10:00,316.85913,49.5,-267.35913,,389.3
12/22/2020 11:00:00,23.0715,21.78737,-1.28413,,12/22/20 11:00,327.93466,321.3369,-6.59776,,12/22/20 11:00,2.64824,2.075895,-0.572345,,12/22/20 11:00,139.1165,25.99,-113.1265,,155.8
12/22/2020 12:00:00,21.51273,20.92079,-0.59194,,12/22/20 12:00,298.44708,309.8515,11.40442,,12/22/20 12:00,2.46347,1.55901,-0.90446,,12/22/20 12:00,1.67575,10.83,9.15425,,38.08
12/22/2020 13:00:00,20.48651,19.5075,-0.97901,,12/22/20 13:00,316.336,305.2972,-11.0388,,12/22/20 13:00,1.88721,1.317597,-0.569613,,12/22/20 13:00,0,7.564,7.564,,5.815
12/22/2020 14:00:00,19.94595,17.94694,-1.99901,,12/22/20 14:00,314.02869,213.718,-100.31069,,12/22/20 14:00,1.66172,0.6738472,-0.9878728,,12/22/20 14:00,0,5.577,5.577,,1.006
12/22/2020 15:00:00,18.94107,16.61722,-2.32385,,12/22/20 15:00,319.60602,178.9306,-140.67542,,12/22/20 15:00,1.29408,0.4207222,-0.8733578,,12/22/20 15:00,0,4.986,4.986,,0.746
12/22/2020 16:00:00,18.21799,15.2825,-2.93549,,12/22/20 16:00,342.01553,154.3806,-187.63493,,12/22/20 16:00,1.43602,0.4719583,-0.9640617,,12/22/20 16:00,0,4.406,4.406,,0.154
12/22/2020 17:00:00,17.15656,14.26236,-2.8942,,12/22/20 17:00,313.1644,110.2597,-202.9047,,12/22/20 17:00,0.31291,0.7961388,0.4832288,,12/22/20 17:00,0,4.415,4.415,,-0.088
12/22/2020 18:00:00,16.52841,14.02125,-2.50716,,12/22/20 18:00,258.16342,120.5139,-137.64952,,12/22/20 18:00,0.82126,0.79175,-0.02951,,12/22/20 18:00,0,4.206,4.206,,-0.252
12/22/2020 19:00:00,15.74292,13.66125,-2.08167,,12/22/20 19:00,261.92365,111.2833,-150.64035,,12/22/20 19:00,1.09536,0.6959028,-0.3994572,,12/22/20 19:00,0,4.593,4.593,,-0.669
12/22/2020 20:00:00,14.96704,12.51222,-2.45482,,12/22/20 20:00,230.90724,219.9417,-10.96554,,12/22/20 20:00,0.94165,0.4740833,-0.4675667,,12/22/20 20:00,0,4.458,4.458,,-0.11
12/22/2020 21:00:00,14.61017,11.72667,-2.8835,,12/22/20 21:00,219.61496,188.0667,-31.54826,,12/22/20 21:00,1.06479,0.4000278,-0.6647622,,12/22/20 21:00,0,4.185,4.185,,0.016
12/22/2020 22:00:00,14.33517,11.25264,-3.08253,,12/22/20 22:00,217.67,286.4417,68.7717,,12/22/20 22:00,1.29531,0.4846111,-0.8106989,,12/22/20 22:00,0,4.062,4.062,,-0.016
12/22/2020 23:00:00,13.82208,10.59444,-3.22764,,12/22/20 23:00,224.66394,208.6097,-16.05424,,12/22/20 23:00,1.40917,0.3852778,-1.0238922,,12/22/20 23:00,0,3.746,3.746,,-0.607
12/23/2020 0:00:00,13.47455,10.11097,-3.36358,,12/23/20 0:00,240.99222,131.6667,-109.32552,,12/23/20 0:00,1.44119,0.4589861,-0.9822039,,12/23/20 0:00,0,3.599,3.599,,-0.958
12/23/2020 1:00:00,13.09515,10.02653,-3.06862,,12/23/20 1:00,259.48431,109.0097,-150.47461,,12/23/20 1:00,1.84745,0.9709861,-0.8764639,,12/23/20 1:00,0,3.673,3.673,,-0.953
12/23/2020 2:00:00,12.47998,10.09125,-2.38873,,12/23/20 2:00,258.77209,107.5736,-151.19849,,12/23/20 2:00,1.80417,0.5748472,-1.2293228,,12/23/20 2:00,12.49589,3.46,-9.03589,,-1.092
12/23/2020 3:00:00,13.49707,9.412499,-4.084571,,12/23/20 3:00,268.66534,131.4764,-137.18894,,12/23/20 3:00,1.87427,0.4436666,-1.4306034,,12/23/20 3:00,167.6752,5.91,-161.7652,,21.09
12/23/2020 4:00:00,15.42816,10.99347,-4.43469,,12/23/20 4:00,280.1366,162.5292,-117.6074,,12/23/20 4:00,1.77603,0.4215833,-1.3544467,,12/23/20 4:00,351.59283,17.72,-333.87283,,125
12/23/2020 5:00:00,18.32968,14.49444,-3.83524,,12/23/20 5:00,293.58633,290.0472,-3.53913,,12/23/20 5:00,1.11319,0.5808056,-0.5323844,,12/23/20 5:00,505.11755,24.64,-480.47755,,255.7
12/23/2020 6:00:00,20.99414,17.91292,-3.08122,,12/23/20 6:00,303.69669,254.8694,-48.82729,,12/23/20 6:00,1.56538,0.8506806,-0.7146994,,12/23/20 6:00,603.19495,41.05,-562.14495,,376.6
12/23/2020 7:00:00,22.88589,18.7418,-4.14409,,12/23/20 7:00,302.26657,295.6417,-6.62487,,12/23/20 7:00,2.28084,1.816097,-0.464743,,12/23/20 7:00,630.50385,56.52,-573.98385,,452.5
12/23/2020 8:00:00,23.76477,20.06958,-3.69519,,12/23/20 8:00,319.7056,287.8333,-31.8723,,12/23/20 8:00,2.84147,1.670917,-1.170553,,12/23/20 8:00,584.40717,58.15,-526.25717,,471.8
12/23/2020 9:00:00,23.01633,21.13944,-1.87689,,12/23/20 9:00,311.88159,294.675,-17.20659,,12/23/20 9:00,1.56226,2.390333,0.828073,,12/23/20 9:00,0,58.27,58.27,,470.8
12/23/2020 10:00:00,23.19806,21.46375,-1.73431,,12/23/20 10:00,298.26044,304.1611,5.90066,,12/23/20 10:00,2.81256,2.456125,-0.356435,,12/23/20 10:00,299.17209,47.69,-251.48209,,366.9
12/23/2020 11:00:00,22.7038,21.04917,-1.65463,,12/23/20 11:00,310.60785,327.7792,17.17135,,12/23/20 11:00,3.24608,2.906167,-0.339913,,12/23/20 11:00,146.26848,29.03,-117.23848,,185.6
12/23/2020 12:00:00,21.34671,20.48375,-0.86296,,12/23/20 12:00,303.7735,330.1667,26.3932,,12/23/20 12:00,2.82617,1.998514,-0.827656,,12/23/20 12:00,2.32291,15.49,13.16709,,75.28
12/23/2020 13:00:00,20.13925,19.01167,-1.12758,,12/23/20 13:00,328.73761,320.4167,-8.32091,,12/23/20 13:00,1.76018,0.9310694,-0.8291106,,12/23/20 13:00,0,8.16,8.16,,6.672
12/23/2020 14:00:00,19.366,17.51653,-1.84947,,12/23/20 14:00,319.03375,320.0167,0.98295,,12/23/20 14:00,1.52484,1.046,-0.47884,,12/23/20 14:00,0,6.72,6.72,,0.172
12/23/2020 15:00:00,18.46188,15.88417,-2.57771,,12/23/20 15:00,346.35895,188.8958,-157.46315,,12/23/20 15:00,1.21747,0.438,-0.77947,,12/23/20 15:00,0,4.969,4.969,,0.825
12/23/2020 16:00:00,17.67389,14.75417,-2.91972,,12/23/20 16:00,351.98395,193.3625,-158.62145,,12/23/20 16:00,1.219,0.2505555,-0.9684445,,12/23/20 16:00,0,4.684,4.684,,0.818
12/23/2020 17:00:00,16.88687,13.90528,-2.98159,,12/23/20 17:00,331.13754,137.2736,-193.86394,,12/23/20 17:00,1.06596,0.4451944,-0.6207656,,12/23/20 17:00,0,4.515,4.515,,-0.168
12/23/2020 18:00:00,16.17984,13.88486,-2.29498,,12/23/20 18:00,285.29837,198.4347,-86.86367,,12/23/20 18:00,1.01647,0.5403056,-0.4761644,,12/23/20 18:00,0,4.433,4.433,,0.105
12/23/2020 19:00:00,15.8024,12.42125,-3.38115,,12/23/20 19:00,265.58664,216.7347,-48.85194,,12/23/20 19:00,1.1006,0.3750138,-0.7255862,,12/23/20 19:00,0,4.016,4.016,,-0.47
12/23/2020 20:00:00,14.63364,11.76208,-2.87156,,12/23/20 20:00,246.0351,200.0153,-46.0198,,12/23/20 20:00,1.02246,0.3559722,-0.6664878,,12/23/20 20:00,0,3.884,3.884,,-0.347
12/23/2020 21:00:00,14.24847,11.32917,-2.9193,,12/23/20 21:00,259.3681,167.1222,-92.2459,,12/23/20 21:00,1.08842,0.3262639,-0.7621561,,12/23/20 21:00,0,3.661,3.661,,-0.36
12/23/2020 22:00:00,13.75467,10.43556,-3.31911,,12/23/20 22:00,261.12225,231.4736,-29.64865,,12/23/20 22:00,1.27037,0.3375833,-0.9327867,,12/23/20 22:00,0,3.866,3.866,,-0.115
12/23/2020 23:00:00,13.33289,9.982778,-3.350112,,12/23/20 23:00,262.53226,278.3889,15.85664,,12/23/20 23:00,1.22212,0.5491388,-0.6729812,,12/23/20 23:00,0,3.71,3.71,,-0.1
12/24/2020 0:00:00,12.77991,9.948333,-2.831577,,12/24/20 0:00,259.59625,284.7139,25.11765,,12/24/20 0:00,1.40896,0.9295972,-0.4793628,,12/24/20 0:00,0,3.322,3.322,,-0.423
12/24/2020 1:00:00,12.44702,9.8475,-2.59952,,12/24/20 1:00,261.56494,265.4722,3.90726,,12/24/20 1:00,1.46652,0.9200833,-0.5464367,,12/24/20 1:00,0,3.223,3.223,,-0.92
12/24/2020 2:00:00,12.10818,9.709028,-2.399152,,12/24/20 2:00,256.09863,276.4583,20.35967,,12/24/20 2:00,1.41949,0.9179999,-0.5014901,,12/24/20 2:00,11.56803,3.381,-8.18703,,-1.139
12/24/2020 3:00:00,13.19794,9.515278,-3.682662,,12/24/20 3:00,269.88623,274.7236,4.83737,,12/24/20 3:00,1.78307,1.157389,-0.625681,,12/24/20 3:00,158.70535,5.412,-153.29335,,20.07
12/24/2020 4:00:00,14.84369,9.823055,-5.020635,,12/24/20 4:00,281.82336,284.7125,2.88914,,12/24/20 4:00,1.37591,1.429986,0.054076,,12/24/20 4:00,336.98538,16.3,-320.68538,,129.4
12/24/2020 5:00:00,17.85635,11.33931,-6.51704,,12/24/20 5:00,304.51044,289.5514,-14.95904,,12/24/20 5:00,1.02173,1.765847,0.744117,,12/24/20 5:00,487.67407,28.15,-459.52407,,274.3
12/24/2020 6:00:00,20.39984,14.42555,-5.97429,,12/24/20 6:00,293.83017,286.325,-7.50517,,12/24/20 6:00,1.4594,1.317486,-0.141914,,12/24/20 6:00,583.54681,42.24,-541.30681,,419.5
12/24/2020 7:00:00,22.25766,17.50722,-4.75044,,12/24/20 7:00,308.90283,309.5486,0.64577,,12/24/20 7:00,2.15994,1.885569,-0.274371,,12/24/20 7:00,613.18359,59.85,-553.33359,,503.9
12/24/2020 8:00:00,23.29803,19.1743,-4.12373,,12/24/20 8:00,301.58582,276.5528,-25.03302,,12/24/20 8:00,3.44536,2.230444,-1.214916,,12/24/20 8:00,589.04858,61.14,-527.90858,,506.9
12/24/2020 9:00:00,23.4231,20.31931,-3.10379,,12/24/20 9:00,313.87137,272.8792,-40.99217,,12/24/20 9:00,2.92658,2.398153,-0.528427,,12/24/20 9:00,0,55.43,55.43,,441.1
12/24/2020 10:00:00,23.17813,20.59028,-2.58785,,12/24/20 10:00,314.19452,240.9194,-73.27512,,12/24/20 10:00,4.21234,2.803375,-1.408965,,12/24/20 10:00,321.50473,43.11,-278.39473,,318.7
12/24/2020 11:00:00,22.69571,20.51736,-2.17835,,12/24/20 11:00,303.05042,266.4333,-36.61712,,12/24/20 11:00,3.96697,3.003166,-0.963804,,12/24/20 11:00,140.97797,30.74,-110.23797,,204.3
12/24/2020 12:00:00,21.24826,20.26305,-0.98521,,12/24/20 12:00,324.2981,290.8931,-33.405,,12/24/20 12:00,3.06607,2.012583,-1.053487,,12/24/20 12:00,2.92239,16.87,13.94761,,85.6
12/24/2020 13:00:00,20.06537,19.0043,-1.06107,,12/24/20 13:00,340.9295,232.9111,-108.0184,,12/24/20 13:00,2.13324,1.137292,-0.995948,,12/24/20 13:00,0,7.609,7.609,,6.266
12/24/2020 14:00:00,18.97101,17.24111,-1.7299,,12/24/20 14:00,348.23056,97.45138,-250.77918,,12/24/20 14:00,2.00923,0.6666944,-1.3425356,,12/24/20 14:00,0,5.008,5.008,,0.974
12/24/2020 15:00:00,18.20889,16.26653,-1.94236,,12/24/20 15:00,340.48425,63.43472,-277.04953,,12/24/20 15:00,1.44455,0.8305278,-0.6140222,,12/24/20 15:00,0,4.83,4.83,,0.304
12/24/2020 16:00:00,17.38284,15.38542,-1.99742,,12/24/20 16:00,337.31125,113.1181,-224.19315,,12/24/20 16:00,1.23568,0.6114028,-0.6242772,,12/24/20 16:00,0,4.842,4.842,,0.171
12/24/2020 17:00:00,17.01175,14.37833,-2.63342,,12/24/20 17:00,283.90619,172.0167,-111.88949,,12/24/20 17:00,1.14672,0.4521667,-0.6945533,,12/24/20 17:00,0,4.572,4.572,,-0.257
12/24/2020 18:00:00,15.68546,13.23694,-2.44852,,12/24/20 18:00,262.44965,257.8736,-4.57605,,12/24/20 18:00,1.13946,0.4880972,-0.6513628,,12/24/20 18:00,0,4.847,4.847,,-0.18
12/24/2020 19:00:00,14.94931,12.76514,-2.18417,,12/24/20 19:00,262.70834,204.0875,-58.62084,,12/24/20 19:00,1.38685,0.54875,-0.8381,,12/24/20 19:00,0,4.475,4.475,,-0.023
12/24/2020 20:00:00,14.47388,12.17736,-2.29652,,12/24/20 20:00,260.84192,213.532,-47.30992,,12/24/20 20:00,1.47334,0.8153054,-0.6580346,,12/24/20 20:00,0,4.621,4.621,,-1.05
