Time (UTC),T2(Model),Temp,Obs-Model,,Time (UTC),WD(Model),WD(Obs),Obs-Model,,Time (UTC),WS(Model),WS(Obs),Obs-Model,,Time (UTC),SWDown(Model), SWLower,Obs-Model,,SWUpper
12/6/2020 5:00:00,22.85358,19.86722,-2.98636,,12/6/20 5:00,133.9861,180.4,46.4139,,12/6/20 5:00,2.07502,1.864528,-0.210492,,12/6/20 5:00,498.23041,26.89,-471.34041,,269.3
12/6/2020 6:00:00,24.91357,22.14194,-2.77163,,12/6/20 6:00,154.2787,229.5208,75.2421,,12/6/20 6:00,1.00481,1.324889,0.320079,,12/6/20 6:00,583.89246,50.34,-533.55246,,382.3
12/6/2020 7:00:00,26.69406,24.27042,-2.42364,,12/6/20 7:00,82.26837,230.4819,148.21353,,12/6/20 7:00,0.82826,1.125625,0.297365,,12/6/20 7:00,601.41174,63.94,-537.47174,,486.6
12/6/2020 8:00:00,28.07098,25.32861,-2.74237,,12/6/20 8:00,204.43239,237.7597,33.32731,,12/6/20 8:00,1.89147,1.700847,-0.190623,,12/6/20 8:00,542.19141,66.84,-475.35141,,516.7
12/6/2020 9:00:00,27.94312,25.91945,-2.02367,,12/6/20 9:00,285.92664,283.2931,-2.63354,,12/6/20 9:00,1.61349,2.272097,0.658607,,12/6/20 9:00,0,62.89,62.89,,470.6
12/6/2020 10:00:00,28.02081,26.03653,-1.98428,,12/6/20 10:00,278.71954,299.9236,21.20406,,12/6/20 10:00,1.85616,2.674264,0.818104,,12/6/20 10:00,291.18454,50.94,-240.24454,,350.8
12/6/2020 11:00:00,27.36646,25.89555,-1.47091,,12/6/20 11:00,287.54901,304.8611,17.31209,,12/6/20 11:00,3.3909,2.65993,-0.73097,,12/6/20 11:00,123.07796,32.72,-90.35796,,197.2
12/6/2020 12:00:00,25.86316,25.3268,-0.53636,,12/6/20 12:00,279.86093,292.6361,12.77517,,12/6/20 12:00,1.75696,1.880222,0.123262,,12/6/20 12:00,0,15.4,15.4,,70.3
12/6/2020 13:00:00,24.69135,24.08347,-0.60788,,12/6/20 13:00,281.22336,281.5153,0.29194,,12/6/20 13:00,2.032,1.494736,-0.537264,,12/6/20 13:00,0,6.834,6.834,,3.624
12/6/2020 14:00:00,24.02579,22.56597,-1.45982,,12/6/20 14:00,336.82544,301.743,-35.08244,,12/6/20 14:00,1.31638,0.8701527,-0.4462273,,12/6/20 14:00,0,5.268,5.268,,0.035
12/6/2020 15:00:00,23.06662,21.20472,-1.8619,,12/6/20 15:00,343.06854,296.0222,-47.04634,,12/6/20 15:00,1.317,0.965125,-0.351875,,12/6/20 15:00,0,5.439,5.439,,0.424
12/6/2020 16:00:00,21.82135,19.90208,-1.91927,,12/6/20 16:00,330.27374,287.5375,-42.73624,,12/6/20 16:00,1.22094,1.779028,0.558088,,12/6/20 16:00,0,4.818,4.818,,-1.15
12/6/2020 17:00:00,21.10684,19.36903,-1.73781,,12/6/20 17:00,303.21045,283.6972,-19.51325,,12/6/20 17:00,1.06921,1.790444,0.721234,,12/6/20 17:00,0,5.084,5.084,,-2.298
12/6/2020 18:00:00,20.39777,18.40736,-1.99041,,12/6/20 18:00,288.12698,282.25,-5.87698,,12/6/20 18:00,1.15996,1.726208,0.566248,,12/6/20 18:00,0,4.728,4.728,,-2.08
12/6/2020 19:00:00,19.52197,18.03375,-1.48822,,12/6/20 19:00,263.59195,298.2611,34.66915,,12/6/20 19:00,1.28497,1.767,0.48203,,12/6/20 19:00,0,4.829,4.829,,-2.082
12/6/2020 20:00:00,18.93719,17.80639,-1.1308,,12/6/20 20:00,254.49208,301.6875,47.19542,,12/6/20 20:00,1.40534,1.356347,-0.048993,,12/6/20 20:00,0,4.714,4.714,,-1.661
12/6/2020 21:00:00,18.47641,17.18597,-1.29044,,12/6/20 21:00,252.78043,294.4208,41.64037,,12/6/20 21:00,1.40238,1.696889,0.294509,,12/6/20 21:00,0,4.37,4.37,,-1.644
12/6/2020 22:00:00,18.10785,16.09972,-2.00813,,12/6/20 22:00,253.64035,281.4722,27.83185,,12/6/20 22:00,1.6639,2.387736,0.723836,,12/6/20 22:00,0,4.207,4.207,,-2.503
12/6/2020 23:00:00,17.66711,15.11675,-2.55036,,12/6/20 23:00,254.97626,279.7801,24.80384,,12/6/20 23:00,1.51911,1.774921,0.255811,,12/6/20 23:00,0,3.233,3.233,,-1.89
12/7/2020 0:00:00,17.13547,14.47319,-2.66228,,12/7/20 0:00,257.98682,287.0028,29.01598,,12/7/20 0:00,1.65442,2.479625,0.825205,,12/7/20 0:00,0,1.637,1.637,,-0.78
12/7/2020 1:00:00,16.60513,13.87014,-2.73499,,12/7/20 1:00,256.78394,284.7292,27.94526,,12/7/20 1:00,1.88874,2.201333,0.312593,,12/7/20 1:00,0,0.299,0.299,,0.27
12/7/2020 2:00:00,16.39691,13.69514,-2.70177,,12/7/20 2:00,255.26831,287.2167,31.94839,,12/7/20 2:00,1.96076,2.117111,0.156351,,12/7/20 2:00,26.43578,0.146,-26.28978,,0.296
12/7/2020 3:00:00,17.34265,13.95347,-3.38918,,12/7/20 3:00,265.99945,285.0278,19.02835,,12/7/20 3:00,2.15667,1.864958,-0.291712,,12/7/20 3:00,186.26599,1.129,-185.13699,,9.89
12/7/2020 4:00:00,19.19202,14.2,-4.99202,,12/7/20 4:00,272.76709,276.8708,4.10371,,12/7/20 4:00,2.03734,1.808653,-0.228687,,12/7/20 4:00,362.44073,5.613,-356.82773,,53.05
12/7/2020 5:00:00,22.05936,14.46208,-7.59728,,12/7/20 5:00,281.08331,282.7514,1.66809,,12/7/20 5:00,1.81775,2.077208,0.259458,,12/7/20 5:00,507.10281,15.26,-491.84281,,155.3
12/7/2020 6:00:00,24.76065,15.92722,-8.83343,,12/7/20 6:00,289.33228,272.6931,-16.63918,,12/7/20 6:00,2.01189,1.80993,-0.20196,,12/7/20 6:00,594.34717,36.86,-557.48717,,366.3
12/7/2020 7:00:00,26.75009,19.58667,-7.16342,,12/7/20 7:00,296.12701,309.5653,13.43829,,12/7/20 7:00,2.67803,2.275194,-0.402836,,12/7/20 7:00,613.27417,60.02,-553.25417,,473.4
12/7/2020 8:00:00,27.59244,22.40472,-5.18772,,12/7/20 8:00,277.97931,317.8069,39.82759,,12/7/20 8:00,4.44476,3.024139,-1.420621,,12/7/20 8:00,561.09967,62.4,-498.69967,,484.5
12/7/2020 9:00:00,28.35904,23.7525,-4.60654,,12/7/20 9:00,300.33994,322.8667,22.52676,,12/7/20 9:00,3.27551,3.12725,-0.14826,,12/7/20 9:00,0,57.31,57.31,,436.8
12/7/2020 10:00:00,28.14154,24.53028,-3.61126,,12/7/20 10:00,302.0325,315.1125,13.08,,12/7/20 10:00,4.90863,3.237611,-1.671019,,12/7/20 10:00,303.79263,45.62,-258.17263,,325.6
12/7/2020 11:00:00,27.35962,24.9943,-2.36532,,12/7/20 11:00,310.93011,306.9264,-4.00371,,12/7/20 11:00,4.32395,3.247875,-1.076075,,12/7/20 11:00,117.31379,31.71,-85.60379,,203.8
12/7/2020 12:00:00,26.09384,24.54986,-1.54398,,12/7/20 12:00,306.2168,318.6069,12.3901,,12/7/20 12:00,2.20438,2.334278,0.129898,,12/7/20 12:00,0,14.39,14.39,,69.49
12/7/2020 13:00:00,25.42331,23.54611,-1.8772,,12/7/20 13:00,309.29694,325.257,15.96006,,12/7/20 13:00,1.44692,1.218028,-0.228892,,12/7/20 13:00,0,6.96,6.96,,4.412
12/7/2020 14:00:00,24.4903,22.38847,-2.10183,,12/7/20 14:00,310.77191,287.8445,-22.92741,,12/7/20 14:00,1.2886,1.187847,-0.100753,,12/7/20 14:00,0,6.07,6.07,,-0.111
12/7/2020 15:00:00,23.68585,20.95944,-2.72641,,12/7/20 15:00,298.95172,296.7958,-2.15592,,12/7/20 15:00,1.09559,0.9168334,-0.1787566,,12/7/20 15:00,0,4.704,4.704,,1.004
12/7/2020 16:00:00,22.73489,20.22431,-2.51058,,12/7/20 16:00,224.39502,266.2958,41.90078,,12/7/20 16:00,1.15157,0.8480694,-0.3035006,,12/7/20 16:00,0,4.784,4.784,,0.055
12/7/2020 17:00:00,21.79065,19.19486,-2.59579,,12/7/20 17:00,244.3877,265.6889,21.3012,,12/7/20 17:00,1.22622,0.742111,-0.484109,,12/7/20 17:00,0,3.975,3.975,,0.313
12/7/2020 18:00:00,20.96854,18.44139,-2.52715,,12/7/20 18:00,250.88235,280.4097,29.52735,,12/7/20 18:00,1.3532,1.233972,-0.119228,,12/7/20 18:00,0,4.945,4.945,,-0.726
12/7/2020 19:00:00,19.96777,17.59736,-2.37041,,12/7/20 19:00,240.573,287.1264,46.5534,,12/7/20 19:00,1.24865,1.102431,-0.146219,,12/7/20 19:00,0,5.082,5.082,,-1.146
12/7/2020 20:00:00,19.65527,17.23389,-2.42138,,12/7/20 20:00,243.12383,300.1333,57.00947,,12/7/20 20:00,1.10297,1.094361,-0.008609,,12/7/20 20:00,0,3.964,3.964,,-0.426
12/7/2020 21:00:00,19.04199,16.63486,-2.40713,,12/7/20 21:00,228.8371,279.0083,50.1712,,12/7/20 21:00,1.11012,0.8832499,-0.2268701,,12/7/20 21:00,0,3.878,3.878,,-0.53
12/7/2020 22:00:00,18.7514,16.18431,-2.56709,,12/7/20 22:00,245.24809,271.1278,25.87971,,12/7/20 22:00,1.30422,1.341361,0.037141,,12/7/20 22:00,0,4.057,4.057,,-1.79
12/7/2020 23:00:00,18.49609,15.63361,-2.86248,,12/7/20 23:00,235.65776,273.7472,38.08944,,12/7/20 23:00,1.12939,0.8980277,-0.2313623,,12/7/20 23:00,0,4.153,4.153,,-1.263
12/8/2020 0:00:00,18.22073,15.05944,-3.16129,,12/8/20 0:00,244.47014,251.9889,7.51876,,12/8/20 0:00,1.20096,0.4606666,-0.7402934,,12/8/20 0:00,0,3.15,3.15,,-0.212
12/8/2020 1:00:00,17.87012,14.84055,-3.02957,,12/8/20 1:00,254.85988,273.4986,18.63872,,12/8/20 1:00,1.22574,0.9539166,-0.2718234,,12/8/20 1:00,0,3.067,3.067,,-1.104
12/8/2020 2:00:00,17.58804,14.81972,-2.76832,,12/8/20 2:00,240.65262,293.343,52.69038,,12/8/20 2:00,1.12857,0.7481944,-0.3803756,,12/8/20 2:00,25.49263,3.043,-22.44963,,0.214
12/8/2020 3:00:00,18.98114,14.81,-4.17114,,12/8/20 3:00,266.888,300.3458,33.4578,,12/8/20 3:00,1.07259,0.7685694,-0.3040206,,12/8/20 3:00,183.68852,5.747,-177.94152,,28.04
12/8/2020 4:00:00,20.84909,16.32764,-4.52145,,12/8/20 4:00,272.28781,299.1306,26.84279,,12/8/20 4:00,1.10424,0.668,-0.43624,,12/8/20 4:00,356.7081,17.78,-338.9281,,147.7
12/8/2020 5:00:00,23.65881,19.48278,-4.17603,,12/8/20 5:00,295.10858,161.3958,-133.71278,,12/8/20 5:00,0.63259,0.7201389,0.0875489,,12/8/20 5:00,498.70239,26.36,-472.34239,,307.1
12/8/2020 6:00:00,26.30902,22.19236,-4.11666,,12/8/20 6:00,300.79575,61.25834,-239.53741,,12/8/20 6:00,0.83027,1.540708,0.710438,,12/8/20 6:00,585.34875,52.87,-532.47875,,445
12/8/2020 7:00:00,27.76492,24.47972,-3.2852,,12/8/20 7:00,268.58984,106.9417,-161.64814,,12/8/20 7:00,1.28949,1.387292,0.097802,,12/8/20 7:00,603.87207,61.26,-542.61207,,492
12/8/2020 8:00:00,28.37534,25.5475,-2.82784,,12/8/20 8:00,260.2171,193.5028,-66.7143,,12/8/20 8:00,3.28294,1.403444,-1.879496,,12/8/20 8:00,545.11499,63.1,-482.01499,,506.3
12/8/2020 9:00:00,27.98322,26.55028,-1.43294,,12/8/20 9:00,274.47028,189.3681,-85.10218,,12/8/20 9:00,0.61257,1.550944,0.938374,,12/8/20 9:00,0,57.74,57.74,,449.4
12/8/2020 10:00:00,28.10175,26.47125,-1.6305,,12/8/20 10:00,292.69986,263.5431,-29.15676,,12/8/20 10:00,1.68075,1.991278,0.310528,,12/8/20 10:00,273.44592,46.15,-227.29592,,326.5
12/8/2020 11:00:00,27.6918,26.49027,-1.20153,,12/8/20 11:00,264.72083,279.5194,14.79857,,12/8/20 11:00,2.15048,2.164278,0.013798,,12/8/20 11:00,107.92927,32.97,-74.95927,,208.7
12/8/2020 12:00:00,26.22998,26.04361,-0.18637,,12/8/20 12:00,271.75143,173.6917,-98.05973,,12/8/20 12:00,1.90211,1.228403,-0.673707,,12/8/20 12:00,0,14.89,14.89,,68.26
12/8/2020 13:00:00,25.16962,24.30194,-0.86768,,12/8/20 13:00,300.9426,54.30694,-246.63566,,12/8/20 13:00,0.81596,0.740875,-0.075085,,12/8/20 13:00,0,6.193,6.193,,4.355
12/8/2020 14:00:00,24.698,22.52458,-2.17342,,12/8/20 14:00,34.40935,129.3181,94.90875,,12/8/20 14:00,1.33778,0.3837916,-0.9539884,,12/8/20 14:00,0,5.543,5.543,,0.493
12/8/2020 15:00:00,24.10367,20.96944,-3.13423,,12/8/20 15:00,66.30655,130.3125,64.00595,,12/8/20 15:00,1.73618,0.8204862,-0.9156938,,12/8/20 15:00,0,5.557,5.557,,0.133
12/8/2020 16:00:00,23.48029,19.82069,-3.6596,,12/8/20 16:00,81.71642,116.8736,35.15718,,12/8/20 16:00,1.42526,0.5465416,-0.8787184,,12/8/20 16:00,0,4.935,4.935,,0.409
12/8/2020 17:00:00,23.22824,19.13528,-4.09296,,12/8/20 17:00,90.45098,143.6278,53.17682,,12/8/20 17:00,1.76504,0.4474861,-1.3175539,,12/8/20 17:00,0,4.661,4.661,,0.646
12/8/2020 18:00:00,22.50284,18.58555,-3.91729,,12/8/20 18:00,61.34586,190.2111,128.86524,,12/8/20 18:00,1.38111,0.4632778,-0.9178322,,12/8/20 18:00,0,4.209,4.209,,1.074
12/8/2020 19:00:00,22.18887,17.92875,-4.26012,,12/8/20 19:00,100.43699,183.2444,82.80741,,12/8/20 19:00,1.39598,0.3653472,-1.0306328,,12/8/20 19:00,0,3.658,3.658,,0.052
12/8/2020 20:00:00,21.5419,17.66389,-3.87801,,12/8/20 20:00,112.35436,246.1681,133.81374,,12/8/20 20:00,0.61177,0.7018333,0.0900633,,12/8/20 20:00,0,3.942,3.942,,0.615
12/8/2020 21:00:00,20.24033,16.63403,-3.6063,,12/8/20 21:00,243.2634,282.3111,39.0477,,12/8/20 21:00,0.62794,0.5779444,-0.0499956,,12/8/20 21:00,0,4.161,4.161,,0.089
12/8/2020 22:00:00,19.3493,16.54528,-2.80402,,12/8/20 22:00,214.81528,244.1417,29.32642,,12/8/20 22:00,0.62939,0.6489722,0.0195822,,12/8/20 22:00,0,4.177,4.177,,-0.187
12/8/2020 23:00:00,18.97791,15.85681,-3.1211,,12/8/20 23:00,304.39404,56.46944,-247.9246,,12/8/20 23:00,0.46628,0.4284583,-0.0378217,,12/8/20 23:00,0,3.879,3.879,,-0.601
12/9/2020 0:00:00,18.85513,15.63708,-3.21805,,12/9/20 0:00,315.57422,70.43194,-245.14228,,12/9/20 0:00,0.44489,0.9617916,0.5169016,,12/9/20 0:00,0,3.631,3.631,,-0.737
12/9/2020 1:00:00,18.63156,15.31167,-3.31989,,12/9/20 1:00,281.71509,72.28889,-209.4262,,12/9/20 1:00,0.16415,1.577278,1.413128,,12/9/20 1:00,0,3.883,3.883,,-0.927
12/9/2020 2:00:00,18.46649,15.02181,-3.44468,,12/9/20 2:00,288.56046,95.27639,-193.28407,,12/9/20 2:00,0.37149,0.9370833,0.5655933,,12/9/20 2:00,20.20626,3.975,-16.23126,,0.2
12/9/2020 3:00:00,19.24237,15.35069,-3.89168,,12/9/20 3:00,42.32536,164.6556,122.33024,,12/9/20 3:00,0.00726,0.5892361,0.5819761,,12/9/20 3:00,140.22104,8.1,-132.12104,,29.8
12/9/2020 4:00:00,21.31049,16.80611,-4.50438,,12/9/20 4:00,27.32144,244.0583,216.73686,,12/9/20 4:00,0.41961,0.7167222,0.2971122,,12/9/20 4:00,267.9314,16.6,-251.3314,,139
12/9/2020 5:00:00,23.40674,19.67472,-3.73202,,12/9/20 5:00,14.19,244.6361,230.4461,,12/9/20 5:00,0.76048,0.8794722,0.1189922,,12/9/20 5:00,367.46771,25.43,-342.03771,,271.5
12/9/2020 6:00:00,25.38062,23.15875,-2.22187,,12/9/20 6:00,17.43712,246.9806,229.54348,,12/9/20 6:00,1.29944,0.8201527,-0.4792873,,12/9/20 6:00,451.50024,50.49,-401.01024,,386
12/9/2020 7:00:00,26.58939,24.74042,-1.84897,,12/9/20 7:00,349.83716,293.2792,-56.55796,,12/9/20 7:00,2.17421,1.579583,-0.594627,,12/9/20 7:00,320.95117,61.75,-259.20117,,481
12/9/2020 8:00:00,27.49011,25.60666,-1.88345,,12/9/20 8:00,351.47003,281.2014,-70.26863,,12/9/20 8:00,2.63601,1.902986,-0.733024,,12/9/20 8:00,376.15564,63.9,-312.25564,,499
12/9/2020 9:00:00,27.90588,26.61166,-1.29422,,12/9/20 9:00,302.98828,256.5403,-46.44798,,12/9/20 9:00,2.08155,1.939417,-0.142133,,12/9/20 9:00,0,59.08,59.08,,450.9
12/9/2020 10:00:00,27.75888,27.07277,-0.68611,,12/9/20 10:00,310.73404,298.6833,-12.05074,,12/9/20 10:00,3.39002,2.344444,-1.045576,,12/9/20 10:00,259.44772,49.73,-209.71772,,355.5
12/9/2020 11:00:00,27.07849,27.13778,0.05929,,12/9/20 11:00,304.24731,317.0986,12.85129,,12/9/20 11:00,3.21221,1.935486,-1.276724,,12/9/20 11:00,109.19521,32.45,-76.74521,,205.5
12/9/2020 12:00:00,25.70718,26.67958,0.9724,,12/9/20 12:00,296.85458,133.0736,-163.78098,,12/9/20 12:00,2.40926,1.368153,-1.041107,,12/9/20 12:00,0,14.13,14.13,,63.09
12/9/2020 13:00:00,24.68832,25.0193,0.33098,,12/9/20 13:00,1.5943,95.89862,94.30432,,12/9/20 13:00,1.94389,0.4606528,-1.4832372,,12/9/20 13:00,0,6.632,6.632,,5.013
12/9/2020 14:00:00,24.01965,22.66139,-1.35826,,12/9/20 14:00,8.94391,52.86389,43.91998,,12/9/20 14:00,1.69548,0.9186805,-0.7767995,,12/9/20 14:00,0,4.705,4.705,,-0.227
12/9/2020 15:00:00,23.07648,21.28889,-1.78759,,12/9/20 15:00,349.66443,48.37222,-301.29221,,12/9/20 15:00,1.34544,1.029472,-0.315968,,12/9/20 15:00,0,4.981,4.981,,0.408
12/9/2020 16:00:00,22.38605,20.40014,-1.98591,,12/9/20 16:00,343.28406,73.07638,-270.20768,,12/9/20 16:00,1.25444,0.6838333,-0.5706067,,12/9/20 16:00,0,5.189,5.189,,0.304
12/9/2020 17:00:00,21.59314,19.88083,-1.71231,,12/9/20 17:00,306.8111,61.04583,-245.76527,,12/9/20 17:00,0.88351,0.9609027,0.0773927,,12/9/20 17:00,0,4.253,4.253,,0.295
12/9/2020 18:00:00,21.40823,19.49597,-1.91226,,12/9/20 18:00,301.72198,56.33333,-245.38865,,12/9/20 18:00,1.13547,1.658069,0.522599,,12/9/20 18:00,0,4.546,4.546,,-0.856
12/9/2020 19:00:00,20.04288,19.04764,-0.99524,,12/9/20 19:00,267.11145,107.5181,-159.59335,,12/9/20 19:00,1.08958,0.9372362,-0.1523438,,12/9/20 19:00,0,4.109,4.109,,-0.412
12/9/2020 20:00:00,19.6084,18.60597,-1.00243,,12/9/20 20:00,252.45667,101.3833,-151.07337,,12/9/20 20:00,1.41616,0.803736,-0.612424,,12/9/20 20:00,0,2.934,2.934,,-0.38
12/9/2020 21:00:00,18.771,17.88,-0.891,,12/9/20 21:00,246.55424,110.6528,-135.90144,,12/9/20 21:00,1.66488,0.5411806,-1.1236994,,12/9/20 21:00,0,3.424,3.424,,0.038
12/9/2020 22:00:00,18.36783,17.06847,-1.29936,,12/9/20 22:00,237.47856,273.1736,35.69504,,12/9/20 22:00,1.70048,0.722236,-0.978244,,12/9/20 22:00,0,3.684,3.684,,-0.681
12/9/2020 23:00:00,18.03534,16.54125,-1.49409,,12/9/20 23:00,243.47668,267.493,24.01632,,12/9/20 23:00,1.81632,0.7002361,-1.1160839,,12/9/20 23:00,0,3.823,3.823,,-0.073
12/10/2020 0:00:00,17.69992,16.24375,-1.45617,,12/10/20 0:00,250.08084,281.9986,31.91776,,12/10/20 0:00,1.81765,1.577958,-0.239692,,12/10/20 0:00,0,4.184,4.184,,-1.115
12/10/2020 1:00:00,17.41217,15.85097,-1.5612,,12/10/20 1:00,246.99995,281.5847,34.58475,,12/10/20 1:00,1.808,1.498764,-0.309236,,12/10/20 1:00,0,4.115,4.115,,-2.225
12/10/2020 2:00:00,17.24304,15.56347,-1.67957,,12/10/20 2:00,248.30714,260.4097,12.10256,,12/10/20 2:00,1.78928,1.352403,-0.436877,,12/10/20 2:00,23.09247,3.969,-19.12347,,-1.449
12/10/2020 3:00:00,18.00308,14.94458,-3.0585,,12/10/20 3:00,267.22571,272.4042,5.17849,,12/10/20 3:00,1.85795,1.688625,-0.169325,,12/10/20 3:00,178.34187,7.343,-170.99887,,30.2
12/10/2020 4:00:00,20.05554,15.39667,-4.65887,,12/10/20 4:00,273.07806,292.2583,19.18024,,12/10/20 4:00,1.30708,1.801083,0.494003,,12/10/20 4:00,350.68777,17.21,-333.47777,,144.5
12/10/2020 5:00:00,22.77127,17.36889,-5.40238,,12/10/20 5:00,307.78027,269.9486,-37.83167,,12/10/20 5:00,0.96821,2.627306,1.659096,,12/10/20 5:00,490.69815,27.96,-462.73815,,281.2
12/10/2020 6:00:00,25.31204,19.64861,-5.66343,,12/10/20 6:00,326.62109,281.6292,-44.99189,,12/10/20 6:00,1.6459,1.916292,0.270392,,12/10/20 6:00,570.32678,50.94,-519.38678,,402
12/10/2020 7:00:00,27.15976,22.44069,-4.71907,,12/10/20 7:00,317.371,303.8778,-13.4932,,12/10/20 7:00,1.5296,1.753694,0.224094,,12/10/20 7:00,587.9527,60.39,-527.5627,,473.2
12/10/2020 8:00:00,28.29681,24.24458,-4.05223,,12/10/20 8:00,279.57672,251.6167,-27.96002,,12/10/20 8:00,2.52481,2.262069,-0.262741,,12/10/20 8:00,545.52759,63.5,-482.02759,,497
12/10/2020 9:00:00,28.14163,25.51472,-2.62691,,12/10/20 9:00,310.43512,170.0778,-140.35732,,12/10/20 9:00,1.56086,2.203889,0.643029,,12/10/20 9:00,0,56.96,56.96,,436.5
12/10/2020 10:00:00,27.89325,25.95555,-1.9377,,12/10/20 10:00,271.75961,239.9792,-31.78041,,12/10/20 10:00,1.87326,2.453542,0.580282,,12/10/20 10:00,287.80859,45.59,-242.21859,,321.9
12/10/2020 11:00:00,27.52481,26.0893,-1.43551,,12/10/20 11:00,314.8869,261.3208,-53.5661,,12/10/20 11:00,2.22966,2.09618,-0.13348,,12/10/20 11:00,119.46601,31.06,-88.40601,,198.9
12/10/2020 12:00:00,26.18329,25.61361,-0.56968,,12/10/20 12:00,309.33197,300.1861,-9.14587,,12/10/20 12:00,2.54348,1.588055,-0.955425,,12/10/20 12:00,0,14.28,14.28,,67.97
12/10/2020 13:00:00,25.11331,24.18111,-0.9322,,12/10/20 13:00,333.65036,312.2556,-21.39476,,12/10/20 13:00,2.27555,0.7009028,-1.5746472,,12/10/20 13:00,0,6.438,6.438,,5.007
12/10/2020 14:00:00,24.18533,22.50333,-1.682,,12/10/20 14:00,349.59564,74.95694,-274.6387,,12/10/20 14:00,1.84703,0.6362222,-1.2108078,,12/10/20 14:00,0,4.543,4.543,,-0.196
12/10/2020 15:00:00,23.62347,21.05319,-2.57028,,12/10/20 15:00,32.73926,53.57778,20.83852,,12/10/20 15:00,1.08721,1.089708,0.002498,,12/10/20 15:00,0,4.737,4.737,,0.462
12/10/2020 16:00:00,22.82953,20.75444,-2.07509,,12/10/20 16:00,45.55336,54.95833,9.40497,,12/10/20 16:00,0.97012,0.9940278,0.0239078,,12/10/20 16:00,0,5.33,5.33,,0.224
12/10/2020 17:00:00,22.40012,19.99486,-2.40526,,12/10/20 17:00,22.88503,79.86806,56.98303,,12/10/20 17:00,1.08542,0.5913194,-0.4941006,,12/10/20 17:00,0,4.414,4.414,,-0.255
12/10/2020 18:00:00,21.93317,19.17723,-2.75594,,12/10/20 18:00,38.40115,89.69642,51.29527,,12/10/20 18:00,1.08522,0.4320536,-0.6531664,,12/10/20 18:00,0,4.714,4.714,,0.444
12/10/2020 19:00:00,21.45328,18.83932,-2.61396,,12/10/20 19:00,11.01065,241.9213,230.91065,,12/10/20 19:00,1.01682,0.2832584,-0.7335616,,12/10/20 19:00,0,3.802,3.802,,0.492
12/10/2020 20:00:00,20.96976,18.00514,-2.96462,,12/10/20 20:00,11.44279,131.7653,120.32251,,12/10/20 20:00,1.02738,0.5546528,-0.4727272,,12/10/20 20:00,0,3.509,3.509,,-0.443
12/10/2020 21:00:00,20.33478,17.55458,-2.7802,,12/10/20 21:00,355.10352,89.79027,-265.31325,,12/10/20 21:00,0.84409,0.9542083,0.1101183,,12/10/20 21:00,0,3.687,3.687,,-0.624
12/10/2020 22:00:00,19.80045,17.30347,-2.49698,,12/10/20 22:00,8.39407,118.2778,109.88373,,12/10/20 22:00,0.9299,0.3663472,-0.5635528,,12/10/20 22:00,0,3.935,3.935,,-0.278
12/10/2020 23:00:00,19.67795,17.00597,-2.67198,,12/10/20 23:00,8.30098,166.2639,157.96292,,12/10/20 23:00,0.90969,0.399625,-0.510065,,12/10/20 23:00,0,3.379,3.379,,0.067
12/11/2020 0:00:00,19.35794,16.74819,-2.60975,,12/11/20 0:00,10.55434,258.0861,247.53176,,12/11/20 0:00,0.81492,0.8070278,-0.0078922,,12/11/20 0:00,0,3.36,3.36,,-0.584
12/11/2020 1:00:00,19.21082,15.74833,-3.46249,,12/11/20 1:00,323.44897,125.1208,-198.32817,,12/11/20 1:00,0.83446,0.5108472,-0.3236128,,12/11/20 1:00,0,3.545,3.545,,-0.57
12/11/2020 2:00:00,18.97742,15.98819,-2.98923,,12/11/20 2:00,301.32285,209.5292,-91.79365,,12/11/20 2:00,0.67209,1.121653,0.449563,,12/11/20 2:00,19.66366,4.141,-15.52266,,-1.181
12/11/2020 3:00:00,19.90942,15.25778,-4.65164,,12/11/20 3:00,311.15863,285.5472,-25.61143,,12/11/20 3:00,0.4823,1.230708,0.748408,,12/11/20 3:00,157.91876,6.771,-151.14776,,24.15
12/11/2020 4:00:00,22.18381,16.36347,-5.82034,,12/11/20 4:00,50.84048,291.2333,240.39282,,12/11/20 4:00,0.76744,1.019375,0.251935,,12/11/20 4:00,317.56378,15.56,-302.00378,,134.2
12/11/2020 5:00:00,24.43402,19.24208,-5.19194,,12/11/20 5:00,42.38858,148.7986,106.41002,,12/11/20 5:00,0.78861,0.9413472,0.1527372,,12/11/20 5:00,453.21817,20.04,-433.17817,,243.4
12/11/2020 6:00:00,26.49869,21.9818,-4.51689,,12/11/20 6:00,63.51866,144.0847,80.56604,,12/11/20 6:00,0.89743,0.7905278,-0.1069022,,12/11/20 6:00,512.90485,24.08,-488.82485,,191.2
12/14/2020 9:00:00,21.42645,16.36795,-5.0585,,12/14/20 9:00,313.90594,300.5513,-13.35464,,12/14/20 9:00,3.07053,3.422359,0.351829,,12/14/20 9:00,0,64.49,64.49,,492.8
12/14/2020 10:00:00,21.14294,16.73903,-4.40391,,12/14/20 10:00,325.89868,220.8417,-105.05698,,12/14/20 10:00,3.92587,3.455361,-0.470509,,12/14/20 10:00,334.34763,54.81,-279.53763,,405.3
12/14/2020 11:00:00,20.7464,16.77986,-3.96654,,12/14/20 11:00,306.71094,233.5333,-73.17764,,12/14/20 11:00,2.90329,3.565986,0.662696,,12/14/20 11:00,149.65323,38.25,-111.40323,,253.4
